2023-09-27 21:16:38.783514,b'2023-09-26T21:30:46Z-Temperatura=95.93/Corrente=-0.07/Tensao01=12.66/Tensao02=0.00/Tensao03=0.00/Tensao04=9.49\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:30:57Z-Temperatura=97.12/Corrente=-0.02/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.82\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:40:05Z-Temperatura=26.27/Corrente=-0.03/Tensao01=12.74/Tensao02=0.00/Tensao03=0.00/Tensao04=9.73\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:40:17Z-Temperatura=25.75/Corrente=-0.65/Tensao01=12.79/Tensao02=0.00/Tensao03=0.00/Tensao04=9.62\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:40:28Z-Temperatura=26.08/Corrente=-0.35/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.56\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:40:39Z-Temperatura=26.36/Corrente=-0.04/Tensao01=12.78/Tensao02=0.00/Tensao03=0.00/Tensao04=9.73\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:40:51Z-Temperatura=25.22/Corrente=-0.07/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.69\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:00Z-Temperatura=25.02/Corrente=-0.02/Tensao01=12.79/Tensao02=0.00/Tensao03=0.00/Tensao04=9.83\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:12Z-Temperatura=25.03/Corrente=-0.04/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.94\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:23Z-Temperatura=25.08/Corrente=0.01/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.88\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:34Z-Temperatura=24.48/Corrente=-0.04/Tensao01=12.78/Tensao02=0.00/Tensao03=0.00/Tensao04=9.56\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:44Z-Temperatura=24.87/Corrente=0.00/Tensao01=12.77/Tensao02=0.00/Tensao03=0.00/Tensao04=9.85\n'
2023-09-27 21:16:38.783514,b'2023-09-26T21:50:55Z-Temperatura=25.26/Corrente=-0.04/Tensao01=12.80/Tensao02=0.00/Tensao03=0.00/Tensao04=9.94\n'
2023-09-27 21:16:38.783514,b'2023-09-26T22:00:06Z-Temperatura=24.77/Corrente=-0.79/Tensao01=12.75/Tensao02=0.00/Tensao03=0.00/Tensao04=9.87\n'
