b'Wifi ok'
b'2023-10-03T06:52:01Z-Temperatura=18.42/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=12.94/Tensao04=0.00'
b'2023-10-03T06:52:07Z-Temperatura=19.16/Corrente=-1.24/Tensao01=0.00/Tensao02=0.00/Tensao03=12.94/Tensao04=0.00'
b'2023-10-03T06:52:13Z-Temperatura=18.72/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=12.95/Tensao04=0.00'
b'2023-10-03T06:52:18Z-Temperatura=18.97/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=12.97/Tensao04=0.00'
b'2023-10-03T06:52:24Z-Temperatura=18.58/Corrente=0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.00/Tensao04=0.00'
b'2023-10-03T06:52:29Z-Temperatura=19.60/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=12.97/Tensao04=0.00'
b'2023-10-03T06:52:35Z-Temperatura=18.59/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.04/Tensao04=0.00'
b'2023-10-03T06:52:40Z-Temperatura=19.23/Corrente=0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.00/Tensao04=0.00'
b'2023-10-03T06:52:46Z-Temperatura=19.04/Corrente=0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.03/Tensao04=0.00'
b'2023-10-03T06:52:51Z-Temperatura=19.07/Corrente=-0.24/Tensao01=0.00/Tensao02=0.00/Tensao03=12.99/Tensao04=0.00'
b'2023-10-03T06:52:57Z-Temperatura=18.99/Corrente=-0.11/Tensao01=0.00/Tensao02=0.00/Tensao03=13.04/Tensao04=0.00'
b'2023-10-03T06:53:02Z-Temperatura=19.29/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.08/Tensao04=0.00'
b'2023-10-03T06:53:08Z-Temperatura=19.06/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.11/Tensao04=0.00'
b'2023-10-03T06:53:13Z-Temperatura=19.21/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.08/Tensao04=0.00'
b'2023-10-03T06:53:18Z-Temperatura=19.22/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.09/Tensao04=0.00'
b'2023-10-03T06:53:24Z-Temperatura=19.46/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.10/Tensao04=0.00'
b'2023-10-03T06:53:29Z-Temperatura=19.32/Corrente=-0.11/Tensao01=0.00/Tensao02=0.00/Tensao03=13.10/Tensao04=0.00'
b'2023-10-03T06:53:35Z-Temperatura=19.21/Corrente=-0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.10/Tensao04=0.00'
b'2023-10-03T06:53:40Z-Temperatura=19.28/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.19/Tensao04=0.00'
b'2023-10-03T06:53:46Z-Temperatura=19.31/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.17/Tensao04=0.00'
b'2023-10-03T06:53:51Z-Temperatura=19.12/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.17/Tensao04=0.00'
b'2023-10-03T06:53:57Z-Temperatura=19.12/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.19/Tensao04=0.00'
b'2023-10-03T06:54:03Z-Temperatura=19.10/Corrente=1.10/Tensao01=0.00/Tensao02=0.00/Tensao03=13.13/Tensao04=0.00'
b'2023-10-03T06:54:08Z-Temperatura=19.27/Corrente=-0.81/Tensao01=0.00/Tensao02=0.00/Tensao03=13.20/Tensao04=0.00'
b'2023-10-03T06:54:15Z-Temperatura=18.88/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.14/Tensao04=0.00'
b'2023-10-03T06:54:20Z-Temperatura=19.15/Corrente=-0.11/Tensao01=0.00/Tensao02=0.00/Tensao03=13.22/Tensao04=0.00'
b'2023-10-03T06:54:26Z-Temperatura=19.22/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.18/Tensao04=0.00'
b'2023-10-03T06:54:31Z-Temperatura=19.33/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.21/Tensao04=0.00'
b'2023-10-03T06:54:37Z-Temperatura=19.43/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.22/Tensao04=0.00'
b'2023-10-03T06:54:42Z-Temperatura=19.07/Corrente=-0.93/Tensao01=0.00/Tensao02=0.00/Tensao03=13.22/Tensao04=0.00'
b'2023-10-03T06:54:48Z-Temperatura=19.26/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.21/Tensao04=0.00'
b'2023-10-03T06:54:53Z-Temperatura=19.44/Corrente=0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.23/Tensao04=0.00'
b'2023-10-03T06:54:59Z-Temperatura=19.29/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.22/Tensao04=0.00'
b'2023-10-03T06:55:04Z-Temperatura=19.33/Corrente=0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.20/Tensao04=0.00'
b'2023-10-03T06:55:10Z-Temperatura=19.28/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.25/Tensao04=0.00'
b'2023-10-03T06:55:16Z-Temperatura=19.04/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.23/Tensao04=0.00'
b'2023-10-03T06:55:21Z-Temperatura=19.34/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.27/Tensao04=0.00'
b'2023-10-03T06:55:27Z-Temperatura=19.19/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.25/Tensao04=0.00'
b'2023-10-03T06:55:32Z-Temperatura=19.26/Corrente=-0.10/Tensao01=0.00/Tensao02=0.00/Tensao03=13.24/Tensao04=0.00'
b'2023-10-03T06:55:38Z-Temperatura=19.26/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.23/Tensao04=0.00'
b'2023-10-03T06:55:43Z-Temperatura=19.33/Corrente=-0.11/Tensao01=0.00/Tensao02=0.00/Tensao03=13.88/Tensao04=0.00'
b'2023-10-03T06:55:49Z-Temperatura=19.27/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.28/Tensao04=0.00'
b'2023-10-03T06:55:54Z-Temperatura=19.34/Corrente=-0.12/Tensao01=0.00/Tensao02=0.00/Tensao03=13.26/Tensao04=0.00'
b'2023-10-03T06:56:00Z-Temperatura=19.27/Corrente=0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.24/Tensao04=0.00'
b'2023-10-03T06:56:05Z-Temperatura=19.25/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.25/Tensao04=0.00'
b'2023-10-03T06:56:11Z-Temperatura=19.25/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.31/Tensao04=0.00'
b'2023-10-03T06:56:17Z-Temperatura=19.00/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.32/Tensao04=0.00'
b'2023-10-03T06:56:22Z-Temperatura=19.19/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.27/Tensao04=0.00'
b'2023-10-03T06:56:28Z-Temperatura=19.21/Corrente=-0.11/Tensao01=0.00/Tensao02=0.00/Tensao03=13.22/Tensao04=0.00'
b'2023-10-03T06:56:33Z-Temperatura=19.21/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.29/Tensao04=0.00'
b'2023-10-03T06:56:39Z-Temperatura=19.16/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.32/Tensao04=0.00'
b'2023-10-03T06:56:44Z-Temperatura=19.21/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.34/Tensao04=0.00'
b'2023-10-03T06:56:50Z-Temperatura=19.24/Corrente=0.13/Tensao01=0.00/Tensao02=0.00/Tensao03=13.37/Tensao04=0.00'
b'2023-10-03T06:56:55Z-Temperatura=19.20/Corrente=0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:57:01Z-Temperatura=19.38/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.34/Tensao04=0.00'
b'2023-10-03T06:57:06Z-Temperatura=19.44/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.38/Tensao04=0.00'
b'2023-10-03T06:57:12Z-Temperatura=19.12/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.35/Tensao04=0.00'
b'2023-10-03T06:57:18Z-Temperatura=19.05/Corrente=0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.36/Tensao04=0.00'
b'2023-10-03T06:57:23Z-Temperatura=19.07/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.37/Tensao04=0.00'
b'2023-10-03T06:57:29Z-Temperatura=19.25/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.37/Tensao04=0.00'
b'2023-10-03T06:57:34Z-Temperatura=19.31/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:57:40Z-Temperatura=19.25/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.41/Tensao04=0.00'
b'2023-10-03T06:57:45Z-Temperatura=19.18/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.36/Tensao04=0.00'
b'2023-10-03T06:57:51Z-Temperatura=19.18/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:57:56Z-Temperatura=19.28/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:58:02Z-Temperatura=19.27/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:58:07Z-Temperatura=19.37/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.41/Tensao04=0.00'
b'2023-10-03T06:58:13Z-Temperatura=19.48/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.39/Tensao04=0.00'
b'2023-10-03T06:58:19Z-Temperatura=19.02/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.38/Tensao04=0.00'
b'2023-10-03T06:58:24Z-Temperatura=19.13/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.41/Tensao04=0.00'
b'2023-10-03T06:58:30Z-Temperatura=19.10/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.43/Tensao04=0.00'
b'2023-10-03T06:58:35Z-Temperatura=19.06/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.43/Tensao04=0.00'
b'2023-10-03T06:58:41Z-Temperatura=19.04/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.49/Tensao04=0.00'
b'2023-10-03T06:58:46Z-Temperatura=19.29/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.49/Tensao04=0.00'
b'2023-10-03T06:58:52Z-Temperatura=19.10/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.47/Tensao04=0.00'
b'2023-10-03T06:58:57Z-Temperatura=18.99/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.47/Tensao04=0.00'
b'2023-10-03T06:59:03Z-Temperatura=19.36/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.47/Tensao04=0.00'
b'2023-10-03T06:59:08Z-Temperatura=19.34/Corrente=-0.93/Tensao01=0.00/Tensao02=0.00/Tensao03=13.47/Tensao04=0.00'
b'2023-10-03T06:59:14Z-Temperatura=19.27/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.49/Tensao04=0.00'
b'2023-10-03T06:59:19Z-Temperatura=19.01/Corrente=-0.12/Tensao01=0.00/Tensao02=0.00/Tensao03=13.50/Tensao04=0.00'
b'2023-10-03T06:59:24Z-Temperatura=19.03/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T06:59:30Z-Temperatura=19.27/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T06:59:35Z-Temperatura=19.42/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.50/Tensao04=0.00'
b'2023-10-03T06:59:41Z-Temperatura=19.26/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.42/Tensao04=0.00'
b'2023-10-03T06:59:46Z-Temperatura=19.10/Corrente=0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.49/Tensao04=0.00'
b'2023-10-03T06:59:52Z-Temperatura=19.18/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T06:59:57Z-Temperatura=19.25/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=14.17/Tensao04=0.00'
b'2023-10-03T07:00:03Z-Temperatura=19.25/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:00:08Z-Temperatura=19.23/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:00:14Z-Temperatura=19.23/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.50/Tensao04=0.00'
b'2023-10-03T07:00:20Z-Temperatura=19.08/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:00:25Z-Temperatura=19.25/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.52/Tensao04=0.00'
b'2023-10-03T07:00:31Z-Temperatura=19.10/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:00:36Z-Temperatura=18.93/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.54/Tensao04=0.00'
b'2023-10-03T07:00:42Z-Temperatura=19.22/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.52/Tensao04=0.00'
b'2023-10-03T07:00:47Z-Temperatura=19.06/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.49/Tensao04=0.00'
b'2023-10-03T07:00:53Z-Temperatura=19.37/Corrente=0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.54/Tensao04=0.00'
b'2023-10-03T07:00:58Z-Temperatura=19.13/Corrente=-0.10/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:01:04Z-Temperatura=19.11/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.53/Tensao04=0.00'
b'2023-10-03T07:01:09Z-Temperatura=19.15/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.51/Tensao04=0.00'
b'2023-10-03T07:01:15Z-Temperatura=19.19/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.53/Tensao04=0.00'
b'2023-10-03T07:01:21Z-Temperatura=18.85/Corrente=0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.54/Tensao04=0.00'
b'2023-10-03T07:01:26Z-Temperatura=19.14/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.55/Tensao04=0.00'
b'2023-10-03T07:01:32Z-Temperatura=19.06/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.59/Tensao04=0.00'
b'2023-10-03T07:01:37Z-Temperatura=19.02/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.55/Tensao04=0.00'
b'2023-10-03T07:01:43Z-Temperatura=19.19/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:01:48Z-Temperatura=18.91/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:01:54Z-Temperatura=19.18/Corrente=-1.23/Tensao01=0.00/Tensao02=0.00/Tensao03=13.60/Tensao04=0.00'
b'2023-10-03T07:01:59Z-Temperatura=19.08/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.62/Tensao04=0.00'
b'2023-10-03T07:02:05Z-Temperatura=19.27/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.62/Tensao04=0.00'
b'2023-10-03T07:02:10Z-Temperatura=19.14/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:02:16Z-Temperatura=19.29/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:02:22Z-Temperatura=18.88/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.57/Tensao04=0.00'
b'2023-10-03T07:02:27Z-Temperatura=19.27/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:02:33Z-Temperatura=18.98/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.56/Tensao04=0.00'
b'2023-10-03T07:02:38Z-Temperatura=18.83/Corrente=-1.20/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:02:44Z-Temperatura=19.02/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.59/Tensao04=0.00'
b'2023-10-03T07:02:49Z-Temperatura=19.39/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.62/Tensao04=0.00'
b'2023-10-03T07:02:55Z-Temperatura=19.13/Corrente=-1.21/Tensao01=0.00/Tensao02=0.00/Tensao03=13.61/Tensao04=0.00'
b'2023-10-03T07:03:00Z-Temperatura=19.01/Corrente=0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.66/Tensao04=0.00'
b'2023-10-03T07:03:06Z-Temperatura=19.18/Corrente=0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.63/Tensao04=0.00'
b'2023-10-03T07:03:11Z-Temperatura=18.97/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.63/Tensao04=0.00'
b'2023-10-03T07:03:17Z-Temperatura=19.03/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.59/Tensao04=0.00'
b'2023-10-03T07:03:23Z-Temperatura=18.93/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:03:28Z-Temperatura=19.01/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.60/Tensao04=0.00'
b'2023-10-03T07:03:34Z-Temperatura=19.21/Corrente=-0.05/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:03:39Z-Temperatura=18.71/Corrente=1.12/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:03:45Z-Temperatura=19.11/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.63/Tensao04=0.00'
b'2023-10-03T07:03:50Z-Temperatura=19.13/Corrente=-1.14/Tensao01=0.00/Tensao02=0.00/Tensao03=13.57/Tensao04=0.00'
b'2023-10-03T07:03:56Z-Temperatura=19.13/Corrente=0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.63/Tensao04=0.00'
b'2023-10-03T07:04:01Z-Temperatura=19.15/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.65/Tensao04=0.00'
b'2023-10-03T07:04:07Z-Temperatura=19.10/Corrente=-1.24/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:04:12Z-Temperatura=18.91/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.68/Tensao04=0.00'
b'2023-10-03T07:04:18Z-Temperatura=19.26/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.66/Tensao04=0.00'
b'2023-10-03T07:04:23Z-Temperatura=18.85/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:04:28Z-Temperatura=19.28/Corrente=0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:04:34Z-Temperatura=19.21/Corrente=-1.16/Tensao01=0.00/Tensao02=0.00/Tensao03=13.65/Tensao04=0.00'
b'2023-10-03T07:04:39Z-Temperatura=18.85/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.68/Tensao04=0.00'
b'2023-10-03T07:04:45Z-Temperatura=19.10/Corrente=-0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:04:50Z-Temperatura=19.07/Corrente=-1.18/Tensao01=0.00/Tensao02=0.00/Tensao03=13.68/Tensao04=0.00'
b'2023-10-03T07:04:56Z-Temperatura=19.20/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:01Z-Temperatura=19.24/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.64/Tensao04=0.00'
b'2023-10-03T07:05:07Z-Temperatura=18.73/Corrente=-0.03/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:12Z-Temperatura=19.05/Corrente=-0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.67/Tensao04=0.00'
b'2023-10-03T07:05:18Z-Temperatura=18.84/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:05:24Z-Temperatura=19.05/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.74/Tensao04=0.00'
b'2023-10-03T07:05:29Z-Temperatura=19.03/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.63/Tensao04=0.00'
b'2023-10-03T07:05:35Z-Temperatura=18.99/Corrente=-0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:40Z-Temperatura=18.99/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:46Z-Temperatura=19.08/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:51Z-Temperatura=19.07/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:05:57Z-Temperatura=19.17/Corrente=-0.91/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:06:02Z-Temperatura=19.09/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:06:08Z-Temperatura=18.87/Corrente=-0.89/Tensao01=0.00/Tensao02=0.00/Tensao03=13.73/Tensao04=0.00'
b'2023-10-03T07:06:13Z-Temperatura=19.00/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:06:19Z-Temperatura=18.81/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
b'2023-10-03T07:06:25Z-Temperatura=18.90/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.70/Tensao04=0.00'
b'2023-10-03T07:06:30Z-Temperatura=18.97/Corrente=-0.01/Tensao01=0.00/Tensao02=0.00/Tensao03=13.71/Tensao04=0.00'
