2023-10-02 20:57:52.240393,b'2023-10-02T20:57:45Z-Temperatura=21.49/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=0.00/Tensao04=0.00'
2023-10-02 20:57:52.240393,b''
2023-10-02 20:57:52.240393,b'mensagem escrita com sucesso'
2023-10-02 20:57:52.240393,b'2023-10-02T20:57:51Z-Temperatura=21.16/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=0.00/Tensao04=0.00'
2023-10-02 20:57:52.240393,b''
2023-10-02 20:57:52.240393,b'mensagem escrita com sucesso'
2023-10-02 20:57:52.240393,b'2023-10-02T06:02:47Z-Temperatura=16.65/Corrente=-0.50/Tensao01=0.00/Tensao02=0.00/Tensao03=13.29/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:02:52Z-Temperatura=16.83/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.27/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:02:58Z-Temperatura=16.93/Corrente=-0.06/Tensao01=0.00/Tensao02=0.00/Tensao03=13.33/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:04Z-Temperatura=16.99/Corrente=-0.08/Tensao01=0.00/Tensao02=0.00/Tensao03=13.31/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:10Z-Temperatura=16.95/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.29/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:16Z-Temperatura=16.79/Corrente=-0.32/Tensao01=0.00/Tensao02=0.00/Tensao03=13.31/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:22Z-Temperatura=16.94/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.35/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:28Z-Temperatura=17.01/Corrente=0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.36/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:34Z-Temperatura=16.90/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.37/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:39Z-Temperatura=17.03/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.34/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:45Z-Temperatura=17.02/Corrente=-0.07/Tensao01=0.00/Tensao02=0.00/Tensao03=13.31/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:51Z-Temperatura=16.91/Corrente=-0.04/Tensao01=0.00/Tensao02=0.00/Tensao03=13.34/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:03:56Z-Temperatura=17.04/Corrente=-0.00/Tensao01=0.00/Tensao02=0.00/Tensao03=13.35/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:04:02Z-Temperatura=17.05/Corrente=-0.09/Tensao01=0.00/Tensao02=0.00/Tensao03=13.32/Tensao04=0.00'
2023-10-02 20:57:52.240393,b'2023-10-02T06:04:08Z-Temperatura=17.02/Corrente=-0.02/Tensao01=0.00/Tensao02=0.00/Tensao03=13.32/Tensao04=0.00'
